offer_id,step,type,start_day,due_day,due_date,hold_days,hold_until_day,hold_until_date,amount_cents,count,min_each_cents,note
st-marys-checking-300,1,direct_deposit,,90,,,,,100000,2,,At least two recurring payroll/pension/government direct deposits to checking within 90 calendar days (next business day if day 90 is not a business day). New checking and savings must be opened together.
st-marys-savings-200,1,balance,,30,,,,,200000,,,"Fund new savings with $2,000 new money; maintain a $2,000 minimum average daily balance for six consecutive months (maintenance anchor unspecified)."
st-marys-savings-200,2,other,,30,,,,,,,,Establish a recurring monthly deposit of at least $25 into savings and maintain it for six consecutive months.
st-marys-combined-500,1,direct_deposit,,90,,,,,100000,2,,At least two recurring payroll/pension/government direct deposits to checking within 90 calendar days (next business day if day 90 is not a business day). New checking and savings must be opened together.
st-marys-combined-500,2,balance,,30,,,,,200000,,,"Fund new savings with $2,000 new money; maintain a $2,000 minimum average daily balance for six consecutive months (maintenance anchor unspecified)."
st-marys-combined-500,3,deposit,0,30,,,,,2500,,,"Recurring monthly deposit of at least $25, month 1 of 6; months approximated as 30-day windows."
st-marys-combined-500,4,deposit,31,60,,,,,2500,,,"Recurring monthly deposit of at least $25, month 2 of 6; months approximated as 30-day windows."
st-marys-combined-500,5,deposit,61,90,,,,,2500,,,"Recurring monthly deposit of at least $25, month 3 of 6; months approximated as 30-day windows."
st-marys-combined-500,6,deposit,91,120,,,,,2500,,,"Recurring monthly deposit of at least $25, month 4 of 6; months approximated as 30-day windows."
st-marys-combined-500,7,deposit,121,150,,,,,2500,,,"Recurring monthly deposit of at least $25, month 5 of 6; months approximated as 30-day windows."
st-marys-combined-500,8,deposit,151,180,,,,,2500,,,"Recurring monthly deposit of at least $25, month 6 of 6; months approximated as 30-day windows."
monterra-premium-checking-150,1,transactions,,,,,,,,10,,Debit and/or same-membership credit card purchases during the qualifying full calendar month (terms conflict on whether it is the month after opening or the month after that).
monterra-premium-checking-150,2,direct_deposit,,,,,,,,1,,"One direct deposit, payroll or external ACH deposit in the qualifying calendar month; no amount specified."
monterra-premium-checking-150,3,other,,,,,,,,,,Enroll in eStatements for the qualifying calendar month.
california-cu-echecking-250,1,other,,120,,,,,,,,Enroll in Digital Banking and eStatements.
california-cu-echecking-250,2,direct_deposit,,120,,,,,40000,,,Month 1 of 3: establish a recurring direct deposit of at least $400 per month within 120 days of membership opening; the monthly total may be split across deposits.
california-cu-echecking-250,3,direct_deposit,121,150,,,,,40000,,,Month 2 of 3: at least $400 in direct deposits in the next month; calendar-month timing not converted to days.
california-cu-echecking-250,4,direct_deposit,151,180,,,,,40000,,,Month 3 of 3: at least $400 in direct deposits in the next month; calendar-month timing not converted to days.
wintrust-total-access-300,1,direct_deposit,31,60,,,,,50000,,,Month 1 of 2: qualifying direct deposits totaling $500 in the first full calendar month after the account-opening month; timing not converted to days.
wintrust-total-access-300,2,direct_deposit,61,90,,,,,50000,,,Month 2 of 2: qualifying direct deposits totaling $500 in the next consecutive calendar month.
wintrust-total-access-300,3,other,,90,,,,,,,,Enroll in online banking and eStatements within the qualification period.
wintrust-total-access-500,1,direct_deposit,31,60,,,,,200000,,,"Month 1 of 2: qualifying direct deposits totaling $2,000 in the first full calendar month after the account-opening month; timing not converted to days."
wintrust-total-access-500,2,direct_deposit,61,90,,,,,200000,,,"Month 2 of 2: qualifying direct deposits totaling $2,000 in the next consecutive calendar month."
wintrust-total-access-500,3,other,,90,,,,,,,,Enroll in online banking and eStatements within the qualification period.
addition-free-checking-200,1,direct_deposit,,90,,,,,100000,,,"Verified regularly scheduled payroll/pension/government direct deposit with a monthly cumulative amount of $1,000; number of qualifying months unspecified. Savings and checking opened the same day."
addition-classic-checking-300,1,direct_deposit,,90,,,,,100000,,,"Verified regularly scheduled payroll/pension/government direct deposit with a monthly cumulative amount of $1,000; number of qualifying months unspecified. Savings and checking opened the same day."
addition-benefits-checking-400,1,direct_deposit,,90,,,,,200000,,,"Verified regularly scheduled payroll/pension/government direct deposit with a monthly cumulative amount of $2,000; number of qualifying months unspecified. Savings and checking opened the same day."
td-complete-checking-200,1,direct_deposit,,60,,,,,50000,,25000,Payroll/pension/government direct deposits of at least $250 each; ordinary bank or P2P transfers do not qualify.
td-beyond-checking-300,1,direct_deposit,,60,,,,,250000,,25000,Payroll/pension/government direct deposits of at least $250 each; ordinary bank or P2P transfers do not qualify.
td-complete-signature-combined-400,1,direct_deposit,,60,,,,,50000,,25000,Payroll/pension/government direct deposits of at least $250 each; ordinary bank or P2P transfers do not qualify.
td-complete-signature-combined-400,2,balance,21,20,,,110,,1000000,,,"Deposit $10,000 into new Signature Savings within 20 days; maintain at least $10,000 for 90 additional days (through day 110)."
td-beyond-signature-combined-500,1,direct_deposit,,60,,,,,250000,,25000,Payroll/pension/government direct deposits of at least $250 each; ordinary bank or P2P transfers do not qualify.
td-beyond-signature-combined-500,2,balance,21,20,,,110,,1000000,,,"Deposit $10,000 into new Signature Savings within 20 days; maintain at least $10,000 for 90 additional days (through day 110)."
penn-community-checking-400-dd,1,direct_deposit,,60,,,,,150000,,,"Qualifying payroll/Social Security/pension/government direct deposits totaling $1,500. Alternative route: 20 debit card purchases of $20+ each within 60 days."
penn-community-checking-400-debit,1,transactions,,60,,,,,,20,2000,"Debit card purchases of $20 or more each. Alternative route: $1,500 qualifying direct deposits within 60 days."
community-first-fl-checking-200,1,deposit,,90,,,,,100000,,,"Deposits totaling $1,000 or more posting within 90 days; no hold stated."
community-first-fl-checking-200,2,transactions,,90,,,,,,10,,Qualifying debit card transactions; no minimum amount stated.
bank-of-hawaii-convenience-100,1,deposit,,0,,,,,50000,,,$500 opening deposit made during the application; it does not count as qualifying direct deposit.
bank-of-hawaii-convenience-100,2,direct_deposit,,59,,,,,200000,,,"Qualifying direct deposits within 60 days; the bank counts the account open date as day 1, so day 60 is offset 59."
bank-of-hawaii-bankohana-i-300,1,deposit,,0,,,,,50000,,,$500 opening deposit made during the application; it does not count as qualifying direct deposit.
bank-of-hawaii-bankohana-i-300,2,direct_deposit,,59,,,,,350000,,,"Qualifying direct deposits within 60 days; the bank counts the account open date as day 1, so day 60 is offset 59. Branch openings need the banker to opt in within 30 days."
arapahoe-referred-checking-100,1,other,,60,,,,,,,,Obtain a debit card with the new checking account (automatic review at day 60).
arapahoe-referred-checking-100,2,transactions,,60,,,,,,1,,One debit card transaction; no minimum. Reviewed automatically at day 60; later qualification requires contacting the credit union.
arapahoe-referred-checking-125,1,other,,60,,,,,,,,Obtain a debit card with the new checking account (automatic review at day 60).
arapahoe-referred-checking-125,2,transactions,,60,,,,,,1,,One debit card transaction; no minimum. Reviewed automatically at day 60; later qualification requires contacting the credit union.
arapahoe-referred-checking-125,3,other,,60,,,,,,,,Fully register the CardControl app.
arapahoe-referred-checking-175,1,other,,60,,,,,,,,Obtain a debit card with the new checking account (automatic review at day 60).
arapahoe-referred-checking-175,2,transactions,,60,,,,,,1,,One debit card transaction; no minimum. Reviewed automatically at day 60; later qualification requires contacting the credit union.
arapahoe-referred-checking-175,3,direct_deposit,,60,,,,,,1,,Initial electronic payroll direct deposit; no amount stated (alternative qualifying loan not modeled).
arapahoe-referred-checking-200,1,other,,60,,,,,,,,Obtain a debit card with the new checking account (automatic review at day 60).
arapahoe-referred-checking-200,2,transactions,,60,,,,,,1,,One debit card transaction; no minimum. Reviewed automatically at day 60; later qualification requires contacting the credit union.
arapahoe-referred-checking-200,3,other,,60,,,,,,,,Fully register the CardControl app.
arapahoe-referred-checking-200,4,direct_deposit,,60,,,,,,1,,Initial electronic payroll direct deposit; no amount stated (alternative qualifying loan not modeled).
blaze-free-checking-250,1,transactions,,60,,,,,,1,,Set up an automatic payment; alternative: receive a direct deposit instead. No minimum amount stated.
blaze-free-checking-250,2,transactions,,60,,,,,,6,,"Debit card transactions, excluding ATM transactions."
ent-wings-rockon-checking-200,1,balance,,30,,,,,500,,,$5 savings membership share; must stay held for good standing (release date unspecified).
ent-wings-rockon-checking-200,2,deposit,,30,,,,,10000,,,Deposit $100 into No Strings Checking within 30 days; no hold stated.
ent-wings-rockon-checking-200,3,other,,30,,,,,,,,Activate the debit card.
cornerstone-community-financial-credit-union-checking-300,1,direct_deposit,0,30,,,,,50000,,,Month 1 of 3: monthly direct deposit of $500+. Qualification periods are full calendar months (1st to last day); timing approximated as 30-day windows. Deposit $500+ each.
cornerstone-community-financial-credit-union-checking-300,2,transactions,0,30,,,,,,10,,"Month 1 of 3: 10 posted debit or credit card transactions without a PIN (signature, tap-to-pay, digital wallet)."
cornerstone-community-financial-credit-union-checking-300,3,other,0,30,,,,,,,,Month 1 of 3: log in once to online or mobile banking.
cornerstone-community-financial-credit-union-checking-300,4,direct_deposit,31,60,,,,,50000,,,Month 2 of 3: monthly direct deposit of $500+; calendar-month timing approximated as 30-day windows. Deposit $500+ each.
cornerstone-community-financial-credit-union-checking-300,5,transactions,31,60,,,,,,10,,Month 2 of 3: 10 posted debit or credit card transactions without a PIN.
cornerstone-community-financial-credit-union-checking-300,6,other,31,60,,,,,,,,Month 2 of 3: log in once to online or mobile banking.
cornerstone-community-financial-credit-union-checking-300,7,direct_deposit,61,90,,,,,50000,,,Month 3 of 3: monthly direct deposit of $500+; calendar-month timing approximated as 30-day windows. Deposit $500+ each.
cornerstone-community-financial-credit-union-checking-300,8,transactions,61,90,,,,,,10,,Month 3 of 3: 10 posted debit or credit card transactions without a PIN.
cornerstone-community-financial-credit-union-checking-300,9,other,61,90,,,,,,,,Month 3 of 3: log in once to online or mobile banking.
cornerstone-community-financial-credit-union-checking-300,10,other,,30,,,,,,,,Enroll in eStatements (must stay enrolled each qualifying month).
propell-credit-union-checking-250,1,direct_deposit,,30,,,,,25000,1,25000,"First employer, payroll or benefits ACH direct deposit; bonus matches it dollar for dollar up to $250."
summit-wi-checking-200,1,transactions,,60,,,,,,20,,Qualifying debit card purchases; ATM transactions excluded.
jovia-financial-credit-union-checking-150,1,direct_deposit,,90,,,,,150000,3,50000,"Three recurring qualifying direct deposits, each at least $500."
jovia-financial-credit-union-checking-150,2,other,,,,,,,,,,Enroll in paperless statements.
grow-financial-federal-credit-union-checking-300,1,direct_deposit,,90,,,,,100000,2,50000,"Two new qualifying recurring direct deposits, each $500."
grow-financial-federal-credit-union-checking-300,2,other,,90,,,,,,,,Register for online banking and mobile banking.
kitsap-credit-union-checking-330,1,other,,90,,,,,,,,Enroll in eStatements.
kitsap-credit-union-checking-330,2,direct_deposit,,90,,,,,66002,2,33001,"Two separate qualifying ACH direct deposits, each greater than $330; account funding deposits, internal, A2A and P2P transfers excluded."
cefcu-checking-200,1,other,,,2026-12-31,,,,,,,Enroll in Savings eStatements.
cefcu-checking-200,2,transactions,0,30,,,,,,5,1500,"Five debit card purchases of $15+ in the first full calendar month; timing approximated as a 30-day window. Alternatives that month: $500 total direct deposits, or $5,000 individual/$10,000 household balance."
cefcu-checking-225,1,other,,,2026-12-31,,,,,,,Enroll in Savings eStatements.
cefcu-checking-225,2,transactions,0,30,,,,,,5,1500,"Month 1 of 3: five debit card purchases of $15+ (also meets the base reward; base alternatives are $500 total DD or $5,000 individual/$10,000 household balance). Full calendar months approximated as 30-day windows."
cefcu-checking-225,3,transactions,31,60,,,,,,5,1500,Month 2 of 3: five debit card purchases of $15+ for the additional $25; calendar-month timing approximated as 30-day windows.
cefcu-checking-225,4,transactions,61,90,,,,,,5,1500,Month 3 of 3: five debit card purchases of $15+ for the additional $25; calendar-month timing approximated as 30-day windows.
cefcu-california-checking-250,1,other,,,2026-12-31,,,,,,,Enroll in Savings eStatements.
cefcu-california-checking-250,2,transactions,0,30,,,,,,5,1500,"Five debit card purchases of $15+ in the first full calendar month; timing approximated as a 30-day window. Alternatives that month: $500 total direct deposits, or $5,000 individual/$10,000 household balance."
cefcu-california-checking-275,1,other,,,2026-12-31,,,,,,,Enroll in Savings eStatements.
cefcu-california-checking-275,2,transactions,0,30,,,,,,5,1500,"Month 1 of 3: five debit card purchases of $15+ (also meets the base reward; base alternatives are $500 total DD or $5,000 individual/$10,000 household balance). Full calendar months approximated as 30-day windows."
cefcu-california-checking-275,3,transactions,31,60,,,,,,5,1500,Month 2 of 3: five debit card purchases of $15+ for the additional $25; calendar-month timing approximated as 30-day windows.
cefcu-california-checking-275,4,transactions,61,90,,,,,,5,1500,Month 3 of 3: five debit card purchases of $15+ for the additional $25; calendar-month timing approximated as 30-day windows.
u-of-i-community-credit-union-checking-150,1,transactions,,60,,,,,,30,,Debit card purchases.
u-of-i-community-credit-union-checking-150,2,other,,60,,,,,,,,Log in to Digital Banking.
reliant-community-credit-union-checking-150,1,balance,,0,,,90,,10000,,,Open with $100 and keep a $100 average daily balance for at least 90 days; first safe withdrawal not verified.
reliant-community-credit-union-checking-150,2,direct_deposit,,,,,,,,,,Enroll in direct deposit; amount and count unspecified. DD must be received and verified before payout (within 100 days of opening).
reliant-community-credit-union-checking-150,3,other,,,,,,,,,,Enroll in online banking.
reliant-community-credit-union-checking-150,4,other,,,,,,,,,,Enroll in eStatements.
desert-financial-credit-union-checking-100,1,transactions,,90,,,,,,30,,30 posted checking account transactions.
desert-financial-credit-union-checking-100,2,direct_deposit,,90,,,,,,,,Qualifying direct deposit; amount unspecified.
community-choice-credit-union-checking-100,1,direct_deposit,,60,,,,,30000,,,$300 total direct deposits; count unspecified. Alternative: 20 combined debit/credit Mastercard transactions within 60 days.
america-first-credit-union-checking-350,1,direct_deposit,,60,,,,,100000,,,"At least $1,000 in qualifying direct deposits; count unspecified."
hawthorn-bank-checking-300,1,direct_deposit,,90,,,,,50000,2,,Two or more direct deposits totaling at least $500 (not $500 each).
service-1st-federal-credit-union-checking-150,1,other,,,,,,,,,,Enroll in a Service 1st Visa debit card.
service-1st-federal-credit-union-checking-150,2,other,,,,,,,,,,Enroll in Digital Banking.
service-1st-federal-credit-union-checking-150,3,other,,,,,,,,,,Enroll in eStatements.
service-1st-federal-credit-union-checking-150,4,transactions,,,,,,,,1,,"Debit card transaction within 30 days of MEMBERSHIP opening (not checking opening), so no day offset is set."
service-1st-federal-credit-union-checking-300,1,other,,,,,,,,,,Enroll in a Service 1st Visa debit card.
service-1st-federal-credit-union-checking-300,2,other,,,,,,,,,,Enroll in Digital Banking.
service-1st-federal-credit-union-checking-300,3,other,,,,,,,,,,Enroll in eStatements.
service-1st-federal-credit-union-checking-300,4,transactions,,,,,,,,1,,"Debit card transaction within 30 days of MEMBERSHIP opening (not checking opening), so no day offset is set."
service-1st-federal-credit-union-checking-300,5,direct_deposit,,30,,,,,25000,,,"Establish a recurring qualifying direct deposit of at least $250 (employer or government) within 30 days of checking opening, for the additional $150. Deposit at least $250."
1st-advantage-federal-credit-union-checking-200,1,other,,,,,,,,,,Enroll in eStatements.
1st-advantage-federal-credit-union-checking-200,2,direct_deposit,,,,,,,,,,One monthly recurring direct deposit; amount unspecified.
1st-advantage-federal-credit-union-checking-200,3,transactions,,60,,,,,20000,,,"Debit Mastercard purchases totaling $200 within 60 days of opening (cumulative, not monthly)."
california-coast-credit-union-checking-100,1,other,,60,,,,,,,,Enroll in eStatements.
california-coast-credit-union-checking-100,2,balance,,60,,,,,5000,,,Maintain $50; maintenance duration unspecified.
california-coast-credit-union-checking-100,3,other,,60,,,,,,,,"Set up direct deposit, Online/Mobile Banking or Bill Pay (any one)."
california-coast-credit-union-checking-150,1,other,,60,,,,,,,,Enroll in eStatements.
california-coast-credit-union-checking-150,2,balance,,60,,,,,5000,,,Maintain $50; maintenance duration unspecified.
california-coast-credit-union-checking-150,3,other,,60,,,,,,,,"Set up direct deposit, Online/Mobile Banking or Bill Pay (any one)."
california-coast-credit-union-checking-150,4,transactions,,90,,,,,,30,,Debit card purchases for the additional $50; alternative: 10 debit purchases in each of 3 months.
the-summit-federal-credit-union-checking-150,1,other,,,2026-09-15,,,,,,,"Order a new Summit Visa debit card with the new checking account (July 15 to September 15, 2026)."
the-summit-federal-credit-union-checking-150,2,transactions,,,2026-11-15,,,,,50,,Posted point-of-sale debit card transactions.
red-canoe-credit-union-checking-150,1,other,,45,,,,,,,,Enroll in eStatements.
red-canoe-credit-union-checking-150,2,transactions,,45,,,,,,10,,"Qualifying checking transactions: ACH debits or credits, check clearings, bill payments, debit/credit card transactions; ATM and cash deposits excluded."
pfcu-checking-100,1,direct_deposit,,30,,,,,10000,1,10000,Direct deposit of $100 or more.
pfcu-checking-100,2,other,,30,,,,,,,,Enroll in and use online banking.
pfcu-checking-100,3,other,,30,,,,,,,,Enroll in eStatements.
verity-checking-referral-100,1,other,,,,,,,,,,Enroll in and sign in to digital banking.
verity-checking-referral-100,2,transactions,,60,,,,,,12,,Posted debit card purchases; minimum amount unspecified.
first-us-better-than-free-checking-btf300,1,direct_deposit,,90,,,,,50000,1,50000,"Qualifying direct deposit of $500+; transfers, P2P and debit card credits excluded."
ithink-checking-dd-earn500-125,1,direct_deposit,,60,,,,,100000,,,"At least $1,000 in qualifying direct deposits; upper disclosure says within 90 days, footer says 60, so 60 is used as the safe deadline. Transfers, ATM, wires and P2P excluded."
ithink-checking-earn500-adb1500-225,1,direct_deposit,,60,,,,,100000,,,"At least $1,000 in qualifying direct deposits; upper disclosure says within 90 days, footer says 60, so 60 is used as the safe deadline."
ithink-checking-earn500-adb1500-225,2,balance,0,,,,90,,150000,,,"Initial 90-day average daily balance of $1,500+ in total deposits; qualifying accounts unconfirmed."
ithink-checking-earn500-adb1500-225,3,transactions,,90,,,,,300000,,,"Purchases on an approved myRewards Visa Signature credit card; terms list it among the required steps, confirm it applies to the cash tier."
ithink-checking-earn500-adb10000-350,1,direct_deposit,,60,,,,,100000,,,"At least $1,000 in qualifying direct deposits; upper disclosure says within 90 days, footer says 60, so 60 is used as the safe deadline."
ithink-checking-earn500-adb10000-350,2,balance,0,,,,90,,1000000,,,"Initial 90-day average daily balance of $10,000+ in total deposits; qualifying accounts unconfirmed."
ithink-checking-earn500-adb10000-350,3,transactions,,90,,,,,300000,,,"Purchases on an approved myRewards Visa Signature credit card; terms list it among the required steps, confirm it applies to the cash tier."
ithink-checking-earn500-adb20000-400,1,direct_deposit,,60,,,,,100000,,,"At least $1,000 in qualifying direct deposits; upper disclosure says within 90 days, footer says 60, so 60 is used as the safe deadline."
ithink-checking-earn500-adb20000-400,2,balance,0,,,,90,,2000000,,,"Initial 90-day average daily balance of $20,000+ in total deposits; qualifying accounts unconfirmed."
ithink-checking-earn500-adb20000-400,3,transactions,,90,,,,,300000,,,"Purchases on an approved myRewards Visa Signature credit card; terms list it among the required steps, confirm it applies to the cash tier."
financial-partners-checking-referral-100,1,balance,,0,,,,,2500,,,Open and maintain savings with at least $25.
financial-partners-checking-referral-100,2,direct_deposit,,,,,,,,,50000,Monthly direct deposit of at least $500; number of months unspecified.
financial-partners-checking-referral-100,3,transactions,,60,,,,,30000,,,"Debit card purchases totaling at least $300 within 60 days (cumulative, not monthly)."
kohler-checking-referral-100,1,direct_deposit,,90,,,,,300000,,,"$3,000 cumulative direct deposits; count and per-deposit minimum unspecified."
kohler-checking-referral-100,2,other,,90,,,,,,,,Enroll in eStatements.
kohler-checking-referral-100,3,transactions,,90,,,,,,3,2001,"Debit card purchases, each over $20."
western-state-free-personal-checking-hometown-100,1,direct_deposit,,,,,,,,,,"Enroll in direct deposit; amount, count and deadline unspecified. Reward paid within 60 days after the DD is received."
western-state-free-personal-checking-hometown-100,2,other,,,,,,,,,,Enroll in eStatements.
western-state-free-personal-checking-hometown-100,3,other,,,,,,,,,,Get a Western debit card.
western-state-vip-checking-hometown-250,1,direct_deposit,,,,,,,,,,"Enroll in direct deposit; amount, count and deadline unspecified. Reward paid within 60 days after the DD is received."
western-state-vip-checking-hometown-250,2,other,,,,,,,,,,Enroll in eStatements.
western-state-vip-checking-hometown-250,3,other,,,,,,,,,,Get a Western debit card.
western-state-vip-checking-hometown-250,4,balance,,,,,,,50000,,,"VIP: maintain $500 in any combination of deposit accounts, or $5,000 in loans or deposits; duration unspecified."
western-state-vip-plus-checking-hometown-250,1,direct_deposit,,,,,,,,,,"Enroll in direct deposit; amount, count and deadline unspecified. Reward paid within 60 days after the DD is received."
western-state-vip-plus-checking-hometown-250,2,other,,,,,,,,,,Enroll in eStatements.
western-state-vip-plus-checking-hometown-250,3,other,,,,,,,,,,Get a Western debit card.
western-state-vip-plus-checking-hometown-250,4,balance,,,,,,,1000000,,,"VIP Plus: maintain $10,000 in any combination of deposit accounts, or $25,000 in deposits and loans; duration unspecified."
neighborhood-cash-back-checking-neighbor-300,1,direct_deposit,,90,,,,,200000,,,"Aggregate employer/government paycheck, pension or benefit DD."
neighborhood-cash-back-checking-neighbor-300,2,transactions,,90,,,,,,25,500,Debit card purchases of $5+; PayPal/Venmo/P2P excluded.
bank-of-texas-access-checking-san-antonio-450,1,direct_deposit,,90,,,,,300000,,,Aggregate DD; Zelle/P2P and bank-to-bank transfers excluded.
bank-of-texas-premier-checking-san-antonio-650,1,direct_deposit,,90,,,,,800000,,,Aggregate DD; Zelle/P2P and bank-to-bank transfers excluded.
bank-of-texas-personal-savings-san-antonio-200,1,balance,31,30,,,90,,1000000,,,"New funds not already at the bank; balance at or above $10,000 from day 31 through day 90."
bank-of-texas-access-checking-savings-san-antonio-650,1,direct_deposit,,90,,,,,300000,,,Access Checking: aggregate DD; P2P and bank-to-bank transfers excluded.
bank-of-texas-access-checking-savings-san-antonio-650,2,balance,31,30,,,90,,1000000,,,"Personal Savings: external new funds, maintained day 31 through day 90."
bank-of-texas-premier-checking-savings-san-antonio-850,1,direct_deposit,,90,,,,,800000,,,Premier Checking: aggregate DD; P2P and bank-to-bank transfers excluded.
bank-of-texas-premier-checking-savings-san-antonio-850,2,balance,31,30,,,90,,1000000,,,"Personal Savings: external new funds, maintained day 31 through day 90."
picatinny-free-checking-dd-250,1,direct_deposit,,60,,,,,,,50000,"Repeating employer/Social Security/pension DD of at least $500 a month, initiated within 60 days; number of months not stated."
picatinny-break-through-savings-match-50,1,deposit,,0,,,,,5000,,,Initial deposit matched dollar-for-dollar up to $50.
picatinny-youth-savings-match-50,1,deposit,,0,,,,,5000,,,Initial deposit matched dollar-for-dollar up to $50.
city-national-bank-checking-dd-200,1,direct_deposit,,90,,,,,,,20000,Recurring payroll/pension/Social Security or similar electronic DD of $200+; count not stated.
valley-strong-checking-250,1,direct_deposit,,,,,,,,,,Set up direct deposit; amount and count not stated.
valley-strong-checking-250,2,other,,,,,,,,,,Activate debit card.
valley-strong-checking-250,3,other,,,,,,,,,,Enroll in online banking.
valley-strong-checking-250,4,other,,,,,,,,,,Enroll in eStatements.
first-horizon-private-client-1000,1,other,,,,,,,,,,Meet with a Private Client Relationship Manager.
first-horizon-private-client-1000,2,balance,46,45,,,135,,10000000,,,New money in qualifying checking and/or Private Client Money Market; maintain tier daily for the next 90 days.
first-horizon-private-client-1000,3,direct_deposit,46,135,,,,,,2,,Enroll DD within 90 days; at least two employer/payroll/government ACH deposits during the maintenance period; per-deposit minimum not stated.
first-horizon-private-client-2000,1,other,,,,,,,,,,Meet with a Private Client Relationship Manager.
first-horizon-private-client-2000,2,balance,46,45,,,135,,25000000,,,New money in qualifying checking and/or Private Client Money Market; maintain tier daily for the next 90 days.
first-horizon-private-client-2000,3,direct_deposit,46,135,,,,,,2,,Enroll DD within 90 days; at least two employer/payroll/government ACH deposits during the maintenance period; per-deposit minimum not stated.
first-horizon-private-client-3000,1,other,,,,,,,,,,Meet with a Private Client Relationship Manager.
first-horizon-private-client-3000,2,balance,46,45,,,135,,50000000,,,New money in qualifying checking and/or Private Client Money Market; maintain tier daily for the next 90 days.
first-horizon-private-client-3000,3,direct_deposit,46,135,,,,,,2,,Enroll DD within 90 days; at least two employer/payroll/government ACH deposits during the maintenance period; per-deposit minimum not stated.
spruce-kickstart-100,1,direct_deposit,,45,,,,,50000,,,Qualifying direct deposits totaling $500; per-deposit minimum and count not stated. Non-referral signup only.
members-exchange-kasasa-match-200,1,direct_deposit,,,,,,,20000,,,"Set up DD; credit union matches DD up to $200, so the full bonus needs $200. DD deadline not separately stated."
members-exchange-kasasa-match-200,2,transactions,,60,,,,,,15,,Debit card purchases; dollar minimum not stated.
guaranty-mo-business-500,1,other,,60,,,,,,,,Enroll in eStatements.
guaranty-mo-business-500,2,transactions,,60,,,,,,30,,Qualifying debit/credit card transactions posted and settled.
guaranty-mo-business-500,3,deposit,,60,,,,,250000,,,"Total qualifying deposits of $2,500; no maintenance hold stated."
elevations-peak-perks-500,1,other,,90,,,,,,,,Log in to online banking.
elevations-peak-perks-500,2,direct_deposit,0,30,,,,,100000,,,"Month 1 of 2: $1,000 aggregate DD; two consecutive months within 90 days, approximated as 30-day windows."
elevations-peak-perks-500,3,direct_deposit,31,60,,,,,100000,,,"Month 2 of 2: $1,000 aggregate DD; two consecutive months within 90 days, approximated as 30-day windows."
north-shore-business-500,1,balance,31,30,,,90,,200000,,,"Deposit $2,000 new money days 1-30; maintain minimum daily balance of $2,000 days 31-90."
north-shore-business-500,2,transactions,1,90,,,,,,10,,Business Debit Mastercard purchases posting days 1-90; dollar minimum not stated.
visions-flex-200,1,direct_deposit,,90,,,,,100000,2,,"Recurring (two or more) payroll/pension/government ACH DD totaling $1,000-$2,999.99; tier set by day-90 total."
visions-flex-300,1,direct_deposit,,90,,,,,300000,2,,"Recurring (two or more) payroll/pension/government ACH DD totaling $3,000-$4,999.99; tier set by day-90 total."
visions-flex-500,1,direct_deposit,,90,,,,,500000,2,,"Recurring (two or more) payroll/pension/government ACH DD totaling $5,000 or more; tier set by day-90 total."
sidney-boost-250,1,direct_deposit,,60,,,,,250000,,,"$2,500+ DD in one calendar month; all three requirements in the same month within 60 days."
sidney-boost-250,2,transactions,,60,,,,,,15,,Debit card purchases in the same month; no rollovers; dollar minimum not stated.
sidney-boost-250,3,other,,60,,,,,,,,Enroll in eStatements.
media-city-referred-checking-100,1,direct_deposit,,60,,,,,,,,"Monthly payroll/pension/government DD of $500 or more beginning within 60 days; activity kept at least 90 days; number of deposits not stated, so capital is left unknown."
media-city-referred-checking-100,2,transactions,,90,,,,,,10,,"10 qualifying debit, ACH or bill pay transactions monthly; activity kept at least 90 days."
media-city-referred-checking-100,3,other,,,,,,,,,,Enroll in eStatements.
langley-targeted-checking-300,1,direct_deposit,0,30,,,,,100000,,,"Month 1 of 3: $1,000 payroll/pension/SS/recurring ACH income; statement-cycle timing approximated as 30-day windows."
langley-targeted-checking-300,2,direct_deposit,31,60,,,,,100000,,,"Month 2 of 3: $1,000 payroll/pension/SS/recurring ACH income; statement-cycle timing approximated as 30-day windows."
langley-targeted-checking-300,3,direct_deposit,61,90,,,,,100000,,,"Month 3 of 3: $1,000 payroll/pension/SS/recurring ACH income; statement-cycle timing approximated as 30-day windows."
langley-targeted-savings-50,1,balance,,,,,180,,500000,,,"Average daily balance of at least $5,000 over the first 180 account days; fund at opening to meet the average."
langley-targeted-savings-150,1,balance,,,,,180,,1000000,,,"Average daily balance of at least $10,000 over the first 180 account days; fund at opening to meet the average."
langley-targeted-savings-250,1,balance,,,,,180,,2500000,,,"Average daily balance of at least $25,000 over the first 180 account days; fund at opening to meet the average."
golden1-business-100,1,deposit,,15,,,,,200000,,,"At least $2,000 new money; counts toward the average balance below."
golden1-business-100,2,balance,,,,,90,,200000,,,"Average daily balance of at least $2,000 over the first 90 days."
golden1-business-400,1,deposit,,15,,,,,200000,,,"At least $2,000 new money; counts toward the average balance below."
golden1-business-400,2,balance,,,,,90,,1000000,,,"Average daily balance of at least $10,000 over the first 90 days; a day-15 deposit alone won't meet the average."
golden1-business-750,1,deposit,,15,,,,,200000,,,"At least $2,000 new money; counts toward the average balance below."
golden1-business-750,2,balance,,,,,90,,1500000,,,"Average daily balance of at least $15,000 over the first 90 days; a day-15 deposit alone won't meet the average."
