card_name,issuer,is_business,network,bonus_amount,bonus_currency,point_value_cpp,bonus_value_usd,min_spend_usd,spend_window_months,annual_fee_usd,annual_fee_waived_y1,first_year_credits_usd,estimated_first_year_value_usd,notes,source,source_url,source_checked,apply_url,offer_channel,verification_status,expiration_date,spend_window_days
U.S. Bank Amazon Prime Business $200-$750,U.S. Bank,true,Visa,,,,,,,0,false,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: partial_no_public_bonus. Observed product: Prime Business Card (eligible Prime membership). Audited reward components/tiers: [{""product"":""Prime Business Card (eligible Prime membership)"",""bonus_amount"":null,""bonus_currency"":null,""min_spend_usd"":null,""spend_window"":null,""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Eligible Prime membership required for Prime Business reward tier. Unresolved: bonus_amount; bonus_currency; min_spend_usd; spend_window; targeted_offer_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",U.S. Bank,https://www.usbank.com/business-banking/business-credit-cards/amazon-business-credit-cards.html,,https://www.usbank.com/business-banking/business-credit-cards/amazon-business-credit-cards.html,unknown,unresolved,,
Wells Fargo Autograph Journey,Wells Fargo,false,Visa,60000,Wells Fargo points,,,4000,3,95,false,,,"Observed product: Autograph Journey Visa Signature. Audited reward components/tiers: [{""product"":""Autograph Journey Visa Signature"",""bonus_amount"":60000,""bonus_currency"":""Wells Fargo Rewards points"",""min_spend_usd"":4000,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":95,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: May not qualify if another Wells Fargo-branded consumer card opened within last 4 months; bonus may be unavailable if same product held or opened within last 48 months. Unresolved: offer_expiration_date_not_stated No verified application end date; offer subject to change.",Wells Fargo,https://creditcards.wellsfargo.com/autograph-journey-visa-credit-card,2026-09-16,https://creditcards.wellsfargo.com/autograph-journey-visa-credit-card,public,verified,,
Capital One Savor,Capital One,false,Mastercard,200,USD,,200,500,3,0,,,,"Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":200,""bonus_currency"":""USD"",""min_spend_usd"":500,""window"":{""value"":3,""unit"":""months"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://www.capitalone.com/credit-cards/savor/""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting No verified application end date; offer subject to change.",Capital One,https://www.capitalone.com/credit-cards/savor/,2026-09-16,https://www.capitalone.com/credit-cards/savor/,public,verified,,
Barclays Priceline,Barclays,false,Mastercard,,,,,,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: offer_expired. Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: current_product_availability; current_bonus; current_fee; eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",Barclays,https://cards.barclaycardus.com/banking/cards/priceline-rewards-visa-card/,,https://cards.barclaycardus.com/banking/cards/priceline-rewards-visa-card/,historical,withdrawn,,
Wells Fargo Expedia One Key $600,Wells Fargo,false,Visa,350,OneKeyCash,,,3000,3,99,false,,,"Observed product: One Key+ Mastercard. Audited reward components/tiers: [{""product"":""One Key+ Mastercard"",""bonus_amount"":350,""bonus_currency"":""OneKeyCash"",""min_spend_usd"":3000,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":99,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: May not be eligible if One Key, One Key+, or Hotels.com Card opened within last 48 months. Unresolved: offer_expiration_date_not_stated No verified application end date; offer subject to change.",Wells Fargo,https://creditcards.wellsfargo.com/one-key-plus-credit-card,2026-09-16,https://creditcards.wellsfargo.com/one-key-plus-credit-card,public,verified,,
"Wells Fargo Choice Privileges 60,000 Points",Wells Fargo,false,Visa,,,,,,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: product_ambiguous. Audited reward components/tiers: [{""product"":""Choice Privileges Mastercard"",""bonus_amount"":60000,""bonus_currency"":""Choice Privileges points"",""min_spend_usd"":1000,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null},{""product"":""Choice Privileges Select Mastercard"",""bonus_amount"":60000,""bonus_currency"":""Choice Privileges points"",""min_spend_usd"":3000,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":95,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: May be ineligible for intro bonus if either Choice Privileges Mastercard or Select opened within last 15 months. Unresolved: intended_product_for_original_row; offer_expiration_date_not_stated No verified application end date; offer subject to change.",Wells Fargo,https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards,,https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards,unknown,unresolved,,
Lafayette Federal Credit Union Mastercard,,false,Mastercard,50000,CURewards points,,,5000,,0,false,,,"Observed product: Lafayette Federal Mastercard. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Lafayette Federal Mastercard"",""bonus_amount"":50000,""bonus_currency"":""CURewards points"",""min_spend_usd"":5000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Credit union membership and credit approval; other restrictions may apply. Unresolved: membership_eligibility; repeat_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.lfcu.org/personal/credit-cards/,2026-09-16,https://www.lfcu.org/personal/credit-cards/,public,verified,,90
PenFed Pathfinder Rewards,PenFed,false,Visa,50000,PenFed rewards points,,,3000,,95,,,,"Observed product: PenFed Pathfinder Rewards Visa Signature. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""PenFed Pathfinder Rewards Visa Signature"",""bonus_amount"":50000,""bonus_currency"":""PenFed rewards points"",""min_spend_usd"":3000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":95,""annual_fee_waived_y1"":null,""additional_conditions"":""Annual fee waived for qualifying existing PenFed Honors Advantage members.""}] Annual fee waived for qualifying existing PenFed Honors Advantage members. Eligibility: Good/excellent credit; membership and Honors Advantage qualification apply. Fee-waiver terms include eligible checking at application. Unresolved: membership_eligibility; repeat_bonus_eligibility; applicant_fee_waiver_qualification; offer_expiration_date_not_stated No verified application end date; offer subject to change.",PenFed,https://www.penfed.org/credit-cards/pathfinder-rewards-visa,2026-09-16,https://www.penfed.org/credit-cards/pathfinder-rewards-visa,public,verified,,90
Fremont Bank Personal World Mastercard $500 Bonus,,false,Mastercard,500,USD,,500,5000,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: current_offer_observed. Observed product: Fremont Bank Personal World Mastercard. Spend window: 90 days from date of new account letter (not calendar months). Audited reward components/tiers: [{""product"":""Fremont Bank Personal World Mastercard"",""bonus_amount"":500,""bonus_currency"":""USD"",""min_spend_usd"":5000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""date of new account letter""},""annual_fee_usd"":null,""annual_fee_waived_y1"":null,""additional_conditions"":null}] Eligibility: Exclusively for Fremont Bank customers; subject to credit approval. Unresolved: annual_fee_usd; annual_fee_waived_y1; repeat_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.fremontbank.com/personal/credit/world-mastercard,,https://www.fremontbank.com/personal/credit/world-mastercard,unknown,unresolved,,90
Northwest Federal Credit Union $500,,false,Visa,50000,Northwest Federal rewards points,,,5000,,0,false,,,"Observed product: Northwest Federal NOW Plus Rewards. Spend window: 120 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Northwest Federal NOW Plus Rewards"",""bonus_amount"":50000,""bonus_currency"":""Northwest Federal rewards points"",""min_spend_usd"":5000,""spend_window"":{""length"":120,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: New consumer NOW Plus Rewards accounts opened beginning 2025-08-01; account good standing. Offer subject to end any time. Unresolved: membership_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.nwfcu.org/credit-cards/,2026-09-16,https://www.nwfcu.org/credit-cards/,public,verified,,120
Wescom Credit Union,,false,Visa,,MyRewards points,,,,,0,false,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: unresolved_product_and_bonus. Observed product: Wescom product unresolved. Audited reward components/tiers: [{""product"":""Wescom product unresolved"",""bonus_amount"":null,""bonus_currency"":""MyRewards points"",""min_spend_usd"":null,""spend_window"":null,""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: New Wescom cardholders with no new-cardholder bonus in prior 24 months; existing cardholders ineligible. Page says Southern and Central California membership. Unresolved: product_identity; bonus_amount; min_spend_usd; spend_window; exact_membership_geography; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://wescom.org/cards/credit-cards,,,unknown,unresolved,,
"U.S. Bank Altitude Connect 30,000 ($300)",U.S. Bank,false,Visa,20000,U.S. Bank points,,,1000,,0,false,,,"Observed product: Altitude Connect Visa Signature. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Altitude Connect Visa Signature"",""bonus_amount"":20000,""bonus_currency"":""U.S. Bank points"",""min_spend_usd"":1000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: repeat_bonus_eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",U.S. Bank,https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html,2026-09-16,https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html,public,verified,,90
Citi Double Cash $200,Citi,false,Mastercard,200,USD,,200,1500,6,0,,,,"Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":200,""bonus_currency"":""USD cash back (earned as Citi ThankYou points)"",""min_spend_usd"":1500,""window"":{""value"":6,""unit"":""months"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://www.citi.com/credit-cards/citi-double-cash-credit-card"",""https://www.citi.com/credit-cards/credit-card-rewards/citi-double-cash-credit-card-benefits"",""https://www.citi.com/credit-cards/view-all-credit-cards""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting No verified application end date; offer subject to change.",Citi,https://www.citi.com/credit-cards/citi-double-cash-credit-card,2026-09-16,https://www.citi.com/credit-cards/citi-double-cash-credit-card,public,verified,,
Wells Fargo Active Cash $200 Bonus,Wells Fargo,false,Visa,100,USD,,100,500,3,0,false,,,"Observed product: Active Cash Visa. Audited reward components/tiers: [{""product"":""Active Cash Visa"",""bonus_amount"":100,""bonus_currency"":""USD"",""min_spend_usd"":500,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: May not qualify if another Wells Fargo-branded consumer card opened within last 4 months; intro offer may be unavailable if same product held/opened within last 48 months. Unresolved: offer_expiration_date_not_stated No verified application end date; offer subject to change.",Wells Fargo,https://creditcards.wellsfargo.com/active-cash-credit-card/,2026-09-16,https://creditcards.wellsfargo.com/active-cash-credit-card/,public,verified,,
U.S. Bank Shopper Cash Rewards $250 Bonus,U.S. Bank,false,Visa,,,,,,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: closed_to_new_applications. Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: closure_date; legacy_card_fee_not_reaudited; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",U.S. Bank,https://www.usbank.com/credit-cards/shopper-cash-rewards-visa-signature-credit-card.html,,https://www.usbank.com/credit-cards/shopper-cash-rewards-visa-signature-credit-card.html,historical,withdrawn,,
Ridgewood Savings Bank $500 Bonus – NY & CT,,false,Visa,500,USD,,500,5000,,95,true,,,"Observed product: Ridgewood Savings Bank World Mastercard. Spend window: 90 days from date of new account letter (not calendar months). Audited reward components/tiers: [{""product"":""Ridgewood Savings Bank World Mastercard"",""bonus_amount"":500,""bonus_currency"":""USD"",""min_spend_usd"":5000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""date of new account letter""},""annual_fee_usd"":95,""annual_fee_waived_y1"":true,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: geographic_eligibility; repeat_bonus_eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.ridgewoodbank.com/home/personal/cardpromotion,2026-09-16,,public,verified,,90
American Express Blue Cash Preferred $300 + Waived Fee,American Express,false,Amex,300,USD,,300,3000,6,95,true,,,"AS HIGH AS / personalized maximum; actual offer may be lower or unavailable. Not a guaranteed public bonus. Audited reward components/tiers: [{""tier_id"":""current-public-offer"",""status"":""current_observed"",""min_spend_usd"":3000,""spend_window_months"":6,""rewards"":[{""amount"":300,""currency"":""USD"",""kind"":""Reward Dollars"",""amount_type"":""up_to_personalized""}],""components_share_same_spend_gate"":true,""personalized"":true}] Eligibility: You may not be eligible to receive the welcome offer, intro APR offer, and intro plan fee offer if you have or have had this Card, the Morgan Stanley Blue Cash Preferred® American Express Card or previous versions of these Cards. You also may not be eligible to receive the welcome offer, intro APR offer, and intro plan fee offer based on various factors, such as your history with credit card balance transfers, your history as an American Express Card Member, the number of credit cards that you have opened and closed and other factors. If you are not eligible for the welcome offer, intro APR offer, and intro plan fee offer we will notify you prior to processing your application so you have the option to withdraw your application. Unresolved: applicant_specific_bonus_amount: Only maximum public offer is disclosed. Issuer reveals actual amount during application; no application or login performed. Lower amounts and ineligibility are possible; exact lower tiers are not public here.; expiration: No fixed offer end date disclosed in captured public offer evidence; subject to modification/revocation. No verified application end date; offer subject to change.",American Express,https://www.americanexpress.com/us/credit-cards/card/blue-cash-preferred/,2026-09-16,https://www.americanexpress.com/us/credit-cards/card/blue-cash-preferred/,personalized,verified,,
Citi AT&T Points Plus,Citi,false,Mastercard,200,USD,,200,1000,3,0,,,,"Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":200,""bonus_currency"":""USD statement credit"",""min_spend_usd"":1000,""window"":{""value"":3,""unit"":""months"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://www.citi.com/credit-cards/citi-att-pointsplus-credit-card"",""https://www.citi.com/usc/lpaca/citi/cards/ATT/ps/index.html?sa=X"",""https://www.citi.com/credit-cards/view-all-credit-cards""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting; landing_page_vs_generic_product_recurring_terms_conflict No verified application end date; offer subject to change.",Citi,https://www.citi.com/credit-cards/citi-att-pointsplus-credit-card,2026-09-16,https://www.citi.com/credit-cards/citi-att-pointsplus-credit-card,public,verified,,
Chase Freedom Unlimited $200,Chase,false,Visa,200,USD,,200,500,3,0,false,,,"Audited reward components/tiers: [{""kind"":""signup_component"",""bonus_amount"":200,""bonus_currency"":""USD"",""min_spend_usd"":500,""spend_window_months"":3,""condition"":""Eligible purchases from account opening"",""status"":""verified_current_first_party"",""channel"":""public online issuer product page""}] Eligibility: This product is available to you if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Full captured terms and bonus conditions are retained in the dated audit. Unresolved: Offer application expiration not explicitly stated; do not infer from benefit expiration dates.; Individual approval and bonus eligibility are issuer-determined; no user eligibility certification.; Original branch-only limitation not verified; current $200/$500/3-month offer publicly available online. No verified application end date; offer subject to change.",Chase,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,2026-09-16,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,public,verified,,
American Express Blue Cash Everyday $250,American Express,false,Amex,200,USD,,200,2000,6,0,false,,,"AS HIGH AS / personalized maximum; actual offer may be lower or unavailable. Not a guaranteed public bonus. Audited reward components/tiers: [{""tier_id"":""current-public-offer"",""status"":""current_observed"",""min_spend_usd"":2000,""spend_window_months"":6,""rewards"":[{""amount"":200,""currency"":""USD"",""kind"":""Reward Dollars"",""amount_type"":""up_to_personalized""}],""components_share_same_spend_gate"":true,""personalized"":true},{""tier_id"":""original-feed-250"",""status"":""unverified_current_channel"",""bonus_amount"":250,""bonus_currency"":""USD"",""min_spend_usd"":2000,""spend_window_months"":6},{""tier_id"":""original-feed-dining-variant"",""status"":""unverified_current_channel"",""rewards"":[{""amount"":200,""currency"":""USD""},{""rate_percent"":10,""cap_usd"":150,""category"":""Dining""}],""min_spend_usd"":2000,""spend_window_months"":6,""note"":""Feed notes only; dining duration/conditions not verified from issuer.""}] Eligibility: You may not be eligible to receive the welcome offer, intro APR offer, and intro plan fee offer if you have or have had this Card, the Cash Magnet® Card, the Blue Cash Preferred® Card, the Morgan Stanley Blue Cash Preferred® American Express Card or previous versions of these Cards. You also may not be eligible to receive the welcome offer, intro APR offer, and intro plan fee offer based on various factors, such as your history with credit card balance transfers, your history as an American Express Card Member, the number of credit cards that you have opened and closed and other factors. If you are not eligible for the welcome offer, intro APR offer, and intro plan fee offer we will notify you prior to processing your application so you have the option to withdraw your application. Unresolved: applicant_specific_bonus_amount: Only maximum public offer is disclosed. Issuer reveals actual amount during application; no application or login performed. Lower amounts and ineligibility are possible; exact lower tiers are not public here.; expiration: No fixed offer end date disclosed in captured public offer evidence; subject to modification/revocation.; original_referral_or_dining_variants: No exact first-party campaign link in original feed; current supplied issuer URL shows as high as $200, not $250 or $200 plus dining. No verified application end date; offer subject to change.",American Express,https://www.americanexpress.com/us/credit-cards/card/blue-cash-everyday/,2026-09-16,https://www.americanexpress.com/us/credit-cards/card/blue-cash-everyday/,personalized,verified,,
Bank of America Personal Unlimited Cash Rewards $200 Bonus & .5% (3.12%),Bank of America,false,Visa,250,USD,,250,1000,,0,,,,"Spend window: 90 days from account_opening (not calendar months). Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":250,""bonus_currency"":""USD"",""min_spend_usd"":1000,""window"":{""value"":90,""unit"":""days"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://www.bankofamerica.com/credit-cards/products/unlimited-cash-back-credit-card/""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting; prior_cardholder_bonus_cooldown No verified application end date; offer subject to change.",Bank of America,https://www.bankofamerica.com/credit-cards/products/unlimited-cash-back-credit-card/,2026-09-16,https://www.bankofamerica.com/credit-cards/products/unlimited-cash-back-credit-card/,public,verified,,90
Citi Custom Cash,Citi,false,Mastercard,,,,,,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: not_open_to_new_applications. Audited reward components/tiers: [{""tier_id"":""legacy_branch_300"",""status"":""unverified_historical_feed_claim_not_current"",""bonus_amount"":null,""bonus_currency"":null,""min_spend_usd"":null,""window"":null,""note"":""Input notes mention $300/30,000 points branch offer; no current first-party support, product closed to applications.""}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting No verified application end date; offer subject to change.",Citi,https://www.citi.com/credit-cards/citi-custom-cash-credit-card,,https://www.citi.com/credit-cards/citi-custom-cash-credit-card,historical,withdrawn,,
Fidelity 2% Card $150 Bonus,Fidelity,false,Visa,15000,Fidelity Rewards points,,,1000,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: partial_channel_verified. Observed product: Fidelity Rewards Visa Signature. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Fidelity Rewards Visa Signature"",""bonus_amount"":15000,""bonus_currency"":""Fidelity Rewards points"",""min_spend_usd"":1000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":null,""annual_fee_waived_y1"":null,""additional_conditions"":""15000 points equal $150 only deposited to eligible Fidelity account.""}] 15000 points equal $150 only deposited to eligible Fidelity account. Eligibility: Only new Fidelity Rewards Accounts booked through this special offer; existing and previous Fidelity Rewards cardmembers not eligible. Open and good standing at purchase and fulfillment. Unresolved: annual_fee_usd; live_browser_confirmation_of_special_offer; offer_expiration_date_not_stated No verified application end date; offer subject to change.",Fidelity,https://www.fidelity.com/spend-save/visa-signature-card,,https://www.fidelity.com/spend-save/visa-signature-card,unknown,unresolved,,90
Sallie Mae (Accelerate & Evolve) $200,,false,Mastercard,,,,,,,,,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: unresolved_unavailable_product_page. Audited reward components/tiers: [{""product"":""Sallie Mae Accelerate"",""bonus_amount"":null,""bonus_currency"":null,""min_spend_usd"":null,""spend_window"":null,""annual_fee_usd"":null,""annual_fee_waived_y1"":null,""additional_conditions"":null},{""product"":""Sallie Mae Evolve"",""bonus_amount"":null,""bonus_currency"":null,""min_spend_usd"":null,""spend_window"":null,""annual_fee_usd"":null,""annual_fee_waived_y1"":null,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: current_product_availability; bonus_amount; bonus_currency; min_spend_usd; spend_window; annual_fee_usd; eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.salliemae.com/credit-cards/,,https://www.salliemae.com/credit-cards/,unknown,unresolved,,
SoFi $200,,false,Mastercard,,,,,,,0,false,,,"NOT A VERIFIED DEFAULT PUBLIC OFFER: partial_no_public_bonus. Observed product: SoFi Unlimited 2% credit card. Audited reward components/tiers: [{""product"":""SoFi Unlimited 2% credit card"",""bonus_amount"":null,""bonus_currency"":null,""min_spend_usd"":null,""spend_window"":null,""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: bonus_amount; bonus_currency; min_spend_usd; spend_window; partner_channel_offer_eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.sofi.com/credit-card/,,https://www.sofi.com/credit-card/,unknown,unresolved,,
PNC $200 (Many States),,false,Visa,200,USD,,200,1000,3,0,false,,,"Observed product: PNC Cash Rewards Visa. Audited reward components/tiers: [{""product"":""PNC Cash Rewards Visa"",""bonus_amount"":200,""bonus_currency"":""USD"",""min_spend_usd"":1000,""spend_window"":{""length"":3,""unit"":""months"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Approved new card through PNC.com application links on this page; abuse/misuse/gaming exclusions. Unresolved: geographic_eligibility; repeat_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",First-party issuer audit,https://www.pnc.com/en/personal-banking/banking/credit-cards/pnc-cash-rewards-visa-credit-card.html,2026-09-16,https://www.pnc.com/en/personal-banking/banking/credit-cards/pnc-cash-rewards-visa-credit-card.html,public,verified,,
Regions Bank,Regions,false,Visa,200,USD,,200,1000,,0,false,,,"Observed product: Regions Cash Rewards Visa. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Regions Cash Rewards Visa"",""bonus_amount"":200,""bonus_currency"":""USD"",""min_spend_usd"":1000,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: geographic_eligibility; repeat_bonus_eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",Regions,https://www.regions.com/personal-banking/credit-cards,2026-09-16,https://www.regions.com/personal-banking/credit-cards,public,verified,,90
Barclays Upromise $300 Bonus,Barclays,false,Mastercard,100,USD,,100,500,,0,false,,,"Observed product: Upromise World Mastercard. Spend window: 90 days from account opening (not calendar months). Audited reward components/tiers: [{""product"":""Upromise World Mastercard"",""bonus_amount"":100,""bonus_currency"":""USD"",""min_spend_usd"":500,""spend_window"":{""length"":90,""unit"":""days"",""anchor"":""account opening""},""annual_fee_usd"":0,""annual_fee_waived_y1"":false,""additional_conditions"":null}] Eligibility: Subject to issuer underwriting; detailed bonus eligibility not fully recovered, do not infer from another product. Unresolved: repeat_bonus_eligibility; detailed_bonus_eligibility; offer_expiration_date_not_stated No verified application end date; offer subject to change.",Barclays,https://cards.barclaycardus.com/banking/cards/upromise-world-mastercard/,2026-09-16,https://cards.barclaycardus.com/banking/cards/upromise-world-mastercard/,public,verified,,90
Bank of America Business Advantage Unlimited Cash,Bank of America,true,Mastercard,500,USD,,500,5000,,0,,,,"Spend window: 90 days from account_opening (not calendar months). Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":500,""bonus_currency"":""USD"",""min_spend_usd"":5000,""window"":{""value"":90,""unit"":""days"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://business.bankofamerica.com/en/credit-cards/business-advantage-unlimited-cash-rewards""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting; prior_cardholder_bonus_cooldown No verified application end date; offer subject to change.",Bank of America,https://business.bankofamerica.com/en/credit-cards/business-advantage-unlimited-cash-rewards,2026-09-16,https://business.bankofamerica.com/en/credit-cards/business-advantage-unlimited-cash-rewards,public,verified,,90
Bank of America Business Advantage Customized Cash,Bank of America,true,Mastercard,500,USD,,500,5000,,0,,,,"Spend window: 90 days from account_opening (not calendar months). Audited reward components/tiers: [{""tier_id"":""public_base"",""status"":""verified_first_party"",""bonus_amount"":500,""bonus_currency"":""USD"",""min_spend_usd"":5000,""window"":{""value"":90,""unit"":""days"",""anchor"":""account_opening""},""relationship"":""base offer"",""source_urls"":[""https://business.bankofamerica.com/en/credit-cards/business-advantage-customized-cash-rewards""]}] Eligibility not fully verified; see linked issuer terms and audit evidence. Prior-cardholder restrictions may apply. Unresolved: offer_enrollment_expiration; complete_application_eligibility_and_underwriting; prior_cardholder_bonus_cooldown No verified application end date; offer subject to change.",Bank of America,https://business.bankofamerica.com/en/credit-cards/business-advantage-customized-cash-rewards,2026-09-16,https://business.bankofamerica.com/en/credit-cards/business-advantage-customized-cash-rewards,public,verified,,90
